filename,sample,z_position,time_point,time_hours,light_intensity,cell_area,intensity_group
16_brightfield_z1_t000118.tif,16,1,118,19.666666666666668,0.4243918632628634,638880,Low
7_brightfield_z1_t000019.tif,7,1,19,3.1666666666666665,0.16164046078245653,753544,Very Low
8_brightfield_z1_t000050.tif,8,1,50,8.333333333333334,0.27233842320748736,787440,Very Low
16_brightfield_z1_t000107.tif,16,1,107,17.833333333333332,0.4243918632628634,614385,Low
10_brightfield_z1_t000101.tif,10,1,101,16.833333333333332,0.6326121651091076,1374617,Medium
9_brightfield_z1_t000110.tif,9,1,110,18.333333333333332,0.32561501771508844,1604219,Very Low
2_brightfield_z1_t000120.tif,2,1,120,20.0,0.876934678643173,1417566,High
14_brightfield_z1_t000103.tif,14,1,103,17.166666666666668,0.9928156277200251,727404,Very High
15_brightfield_z1_t000071.tif,15,1,71,11.833333333333334,0.7268985758133352,269361,Medium
13_brightfield_z1_t000077.tif,13,1,77,12.833333333333334,0.6522825423162754,508535,Medium
4_brightfield_z1_t000098.tif,4,1,98,16.333333333333332,0.16585320075917387,812818,Very Low
8_brightfield_z1_t000061.tif,8,1,61,10.166666666666666,0.27233842320748736,730713,Very Low
13_brightfield_z1_t000001.tif,13,1,1,0.16666666666666666,0.6522825423162754,1577926,Medium
1_brightfield_z1_t000026.tif,1,1,26,4.333333333333333,0.37742523975885955,1098994,Low
1_brightfield_z1_t000049.tif,1,1,49,8.166666666666666,0.37742523975885955,1207602,Low
10_brightfield_z1_t000046.tif,10,1,46,7.666666666666667,0.6326121651091076,1395023,Medium
11_brightfield_z1_t000037.tif,11,1,37,6.166666666666667,0.9193995210257941,1432596,Very High
5_brightfield_z1_t000111.tif,5,1,111,18.5,0.7716107149955482,850034,High
9_brightfield_z1_t000017.tif,9,1,17,2.8333333333333335,0.32561501771508844,1496202,Very Low
3_brightfield_z1_t000028.tif,3,1,28,4.666666666666667,0.5593319454747254,1079636,Low
16_brightfield_z1_t000071.tif,16,1,71,11.833333333333334,0.4243918632628634,454809,Low
4_brightfield_z1_t000034.tif,4,1,34,5.666666666666667,0.16585320075917387,750677,Very Low
8_brightfield_z1_t000080.tif,8,1,80,13.333333333333334,0.27233842320748736,583853,Very Low
6_brightfield_z1_t000050.tif,6,1,50,8.333333333333334,0.7724659185359299,616257,High
12_brightfield_z1_t000059.tif,12,1,59,9.833333333333334,0.9597245567673008,537150,Very High
4_brightfield_z1_t000096.tif,4,1,96,16.0,0.16585320075917387,812347,Very Low
1_brightfield_z1_t000119.tif,1,1,119,19.833333333333332,0.37742523975885955,1449665,Low
7_brightfield_z1_t000059.tif,7,1,59,9.833333333333334,0.16164046078245653,692640,Very Low
15_brightfield_z1_t000019.tif,15,1,19,3.1666666666666665,0.7268985758133352,1009228,Medium
10_brightfield_z1_t000008.tif,10,1,8,1.3333333333333333,0.6326121651091076,1263787,Medium
13_brightfield_z1_t000082.tif,13,1,82,13.666666666666666,0.6522825423162754,532608,Medium
2_brightfield_z1_t000023.tif,2,1,23,3.8333333333333335,0.876934678643173,1105480,High
4_brightfield_z1_t000013.tif,4,1,13,2.1666666666666665,0.16585320075917387,674158,Very Low
15_brightfield_z1_t000062.tif,15,1,62,10.333333333333334,0.7268985758133352,242259,Medium
11_brightfield_z1_t000026.tif,11,1,26,4.333333333333333,0.9193995210257941,1489206,Very High
15_brightfield_z1_t000068.tif,15,1,68,11.333333333333334,0.7268985758133352,256935,Medium
7_brightfield_z1_t000042.tif,7,1,42,7.0,0.16164046078245653,790542,Very Low
7_brightfield_z1_t000084.tif,7,1,84,14.0,0.16164046078245653,522627,Very Low
11_brightfield_z1_t000061.tif,11,1,61,10.166666666666666,0.9193995210257941,1303826,Very High
15_brightfield_z1_t000002.tif,15,1,2,0.3333333333333333,0.7268985758133352,971692,Medium
14_brightfield_z1_t000073.tif,14,1,73,12.166666666666666,0.9928156277200251,556427,Very High
12_brightfield_z1_t000055.tif,12,1,55,9.166666666666666,0.9597245567673008,569102,Very High
1_brightfield_z1_t000096.tif,1,1,96,16.0,0.37742523975885955,1403846,Low
5_brightfield_z1_t000102.tif,5,1,102,17.0,0.7716107149955482,856562,High
6_brightfield_z1_t000075.tif,6,1,75,12.5,0.7724659185359299,499878,High
11_brightfield_z1_t000057.tif,11,1,57,9.5,0.9193995210257941,1346861,Very High
14_brightfield_z1_t000086.tif,14,1,86,14.333333333333334,0.9928156277200251,632044,Very High
1_brightfield_z1_t000008.tif,1,1,8,1.3333333333333333,0.37742523975885955,1038713,Low
6_brightfield_z1_t000008.tif,6,1,8,1.3333333333333333,0.7724659185359299,564595,High
10_brightfield_z1_t000112.tif,10,1,112,18.666666666666668,0.6326121651091076,1395114,Medium
15_brightfield_z1_t000121.tif,15,1,121,20.166666666666668,0.7268985758133352,426659,Medium
12_brightfield_z1_t000009.tif,12,1,9,1.5,0.9597245567673008,1275974,Very High
7_brightfield_z1_t000047.tif,7,1,47,7.833333333333333,0.16164046078245653,756866,Very Low
